gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
female,1963.0,10054.75,2.0,10054.75,2.0,0.0,0.0,0.0,0.0,100.0,0.0,5439.52,1.0,100.0,0.0,2494.0,1.0,4166.14,1.0,5663.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4567.0,1.0,100.0,0.0,10217.28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
female,1962.0,3201.6,3.0,3201.6,3.0,3754.98,1.0,8290.95,4.0,8479.6,4.0,16911.43,6.0,100.0,0.0,2222.5,1.0,5457.94,1.0,9185.91,4.0,4509.06,2.0,15161.92,8.0,2401.0,2.0,6284.34,5.0,1669.86,1.0,8806.21,3.0,100.0,0.0,4224.91,2.0,4179.92,1.0,10653.49,4.0,100.0,0.0,472.0,1.0,19483.2,4.0,36154.05,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1973.0,1429.54,1.0,6995.28,2.0,0.0,0.0,0.0,0.0,5956.33,1.0,5956.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9733.0,1.0,0.0,0.0,0.0,0.0,3407.5,1.0,3407.5,1.0,7382.5,2.0,7382.5,2.0,4846.75,1.0,4846.75,1.0,100.0,0.0,4187.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1981.0,1257.99,1.0,4745.32,4.0,7378.0,2.0,7378.0,2.0,1420.0,1.0,6354.41,3.0,6881.5,3.0,11340.28,6.0,649.0,1.0,6671.13,7.0,1015.89,1.0,1015.89,1.0,1172.5,1.0,7543.16,11.0,523.06,1.0,17636.88,11.0,100.0,0.0,977.23,2.0,0.0,0.0,0.0,0.0,162.78,1.0,414.78,2.0,186.12,1.0,5593.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1963.0,100.0,0.0,2443.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1678.0,1.0,100.0,0.0,1366.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,385.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
female,1988.0,0.0,0.0,0.0,0.0,872.5,1.0,872.5,1.0,100.0,0.0,4558.0,2.0,100.0,0.0,1228.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2690.5,1.0,100.0,0.0,4561.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.5,1.0,1016.5,1.0,340.0,1.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
male,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9408.04,4.0,100.0,0.0,1557.37,1.0,100.0,0.0,12168.52,3.0,3170.61,1.0,15874.69,4.0,3832.92,1.0,8427.16,3.0,2205.79,1.0,7801.03,3.0,100.0,0.0,15007.24,4.0,100.0,0.0,4943.62,2.0,100.0,0.0,3244.45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6467.62,2.0,100.0,0.0,445.0,1.0,100.0,0.0,1116.61,1.0,505.0,1.0,3539.5,4.0,497.5,1.0,1597.63,4.0,940.0,4.0,4305.27,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4187.76,1.0,3243.36,1.0,4573.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1468.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
female,1961.0,7427.88,3.0,29656.11,10.0,13654.33,4.0,27840.19,10.0,100.0,0.0,7425.92,4.0,15559.36,6.0,32980.28,11.0,3444.49,2.0,11043.67,4.0,6116.58,2.0,31460.32,14.0,9445.3,3.0,43159.75,11.0,9572.64,9.0,23371.11,14.0,367.0,1.0,12090.49,10.0,7338.85,4.0,24186.93,10.0,10292.23,4.0,46887.31,19.0,18795.37,7.0,42795.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1960.0,0.0,0.0,0.0,0.0,100.0,0.0,7954.0,1.0,100.0,0.0,18117.52,4.0,100.0,0.0,10242.64,1.0,100.0,0.0,4701.43,3.0,100.0,0.0,7567.93,2.0,912.43,1.0,912.43,1.0,100.0,0.0,15900.46,3.0,5155.78,2.0,5155.78,2.0,5319.68,1.0,27012.07,5.0,551.13,1.0,13164.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1987.0,100.0,0.0,6064.0,5.0,695.5,1.0,11722.35,9.0,9013.51,4.0,12155.28,8.0,100.0,0.0,16535.98,7.0,4186.0,1.0,19314.15,8.0,1742.5,2.0,10495.0,5.0,5140.0,4.0,20458.14,8.0,1990.0,2.0,13984.0,10.0,2227.0,1.0,26883.53,9.0,967.0,2.0,2791.0,5.0,325.0,1.0,4200.25,5.0,6458.5,2.0,8137.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1993.0,902.5,2.0,3241.6,6.0,520.0,2.0,4355.5,6.0,655.0,1.0,2383.0,5.0,2371.75,6.0,3364.75,9.0,2285.5,6.0,11797.06,15.0,100.0,0.0,1450.0,4.0,655.0,1.0,3725.5,6.0,100.0,0.0,1184.57,2.0,100.0,0.0,1450.0,4.0,1606.0,4.0,2516.85,6.0,670.0,2.0,1435.0,5.0,11128.0,2.0,13324.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1959.0,100.0,0.0,730.0,4.0,100.0,0.0,617.5,3.0,100.0,0.0,1523.5,6.0,317.5,1.0,1472.5,5.0,325.0,1.0,9128.68,8.0,325.0,1.0,3887.07,8.0,280.0,1.0,8988.88,10.0,100.0,0.0,29924.7,12.0,8520.6,3.0,9353.1,8.0,100.0,0.0,280.0,1.0,100.0,0.0,7620.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1968.0,100.0,0.0,11648.5,1.0,100.0,0.0,16082.5,3.0,100.0,0.0,16519.0,3.0,100.0,0.0,3850.0,1.0,100.0,0.0,13049.5,1.0,100.0,0.0,700.0,2.0,100.0,0.0,16657.0,1.0,100.0,0.0,22234.0,2.0,100.0,0.0,15269.5,2.0,100.0,0.0,15283.0,1.0,100.0,0.0,15565.0,1.0,100.0,0.0,19882.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1991.0,565.0,1.0,1420.0,5.0,0.0,0.0,0.0,0.0,835.0,1.0,835.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,7120.0,2.0,100.0,0.0,3790.0,1.0,100.0,0.0,4555.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5348.5,1.0,5348.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
female,1980.0,100.0,0.0,4322.37,4.0,100.0,0.0,4821.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2123.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
male,1984.0,842.5,1.0,842.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.76,1.0,1417.76,1.0,100.0,0.0,3765.25,2.0,45667.69,3.0,53344.41,5.0,100.0,0.0,2850.25,1.0,1332.69,1.0,1332.69,1.0,20990.57,2.0,22348.07,4.0,100.0,0.0,7275.09,5.0,8384.31,4.0,16981.0,5.0,40187.32,2.0,40187.32,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1.0,1015.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,392.5,1.0,100.0,0.0,711.25,2.0,100.0,0.0,640.0,1.0,100.0,0.0,1382.5,1.0,304.0,1.0,304.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1974.0,5231.32,3.0,6498.82,5.0,574.0,2.0,1601.11,4.0,2705.7,4.0,10388.82,6.0,1091.29,2.0,6622.95,7.0,2815.0,4.0,4002.48,8.0,2201.29,3.0,7921.72,9.0,1190.5,1.0,4682.04,6.0,1223.8,3.0,2136.07,4.0,3206.59,2.0,5889.25,9.0,8393.26,6.0,9990.01,12.0,1352.5,8.0,6307.87,29.0,4924.0,8.0,8249.55,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1942.0,7539.58,2.0,7539.58,2.0,4482.17,2.0,4482.17,2.0,100.0,0.0,5493.52,4.0,100.0,0.0,15641.44,2.0,2145.63,3.0,11863.57,5.0,1378.24,1.0,1378.24,1.0,100.0,0.0,7866.57,3.0,100.0,0.0,6913.72,2.0,3437.88,2.0,4163.88,4.0,100.0,0.0,9164.07,2.0,100.0,0.0,5392.56,1.0,100.0,0.0,14814.12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1970.0,100.0,0.0,3330.06,3.0,100.0,0.0,2140.0,3.0,1208.88,2.0,1863.13,4.0,100.0,0.0,1120.0,2.0,100.0,0.0,1289.5,2.0,0.0,0.0,0.0,0.0,934.78,3.0,3484.78,5.0,100.0,0.0,1120.0,1.0,100.0,0.0,6328.0,3.0,100.0,0.0,1120.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,9786.52,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.2,1.0,1980.4,3.0,0.0,0.0,0.0,0.0,100.0,0.0,386.5,1.0,100.0,0.0,918.15,1.0,0.0,0.0,0.0,0.0,525.0,1.0,525.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,447.31,1.0,100.0,0.0,396.04,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1980.0,0.0,0.0,0.0,0.0,2226.02,1.0,2226.02,1.0,5865.1,3.0,10173.1,4.0,26509.86,6.0,29007.36,7.0,6987.54,4.0,6987.54,4.0,5296.96,4.0,7188.87,5.0,8610.22,4.0,10863.22,5.0,6385.6,3.0,6565.6,4.0,7705.69,4.0,9238.47,5.0,6634.77,3.0,6634.77,3.0,6194.65,4.0,6194.65,4.0,3245.46,5.0,7908.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9165.96,1.0,100.0,0.0,708.99,1.0,0.0,0.0,0.0,0.0,100.0,0.0,3025.0,1.0,3174.4,2.0,3174.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2822.2,1.0,2822.2,1.0,100.0,0.0,5144.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
male,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,738.42,1.0,427.18,2.0,427.18,2.0,0.0,0.0,0.0,0.0,100.0,0.0,4476.99,2.0,1137.75,2.0,5571.7,5.0,1841.5,1.0,3787.6,3.0,3424.92,3.0,7385.97,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1944.25,1.0,100.0,0.0,430.0,1.0,2680.35,4.0,8846.71,10.0,475.0,1.0,2077.06,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
female,1980.0,2401.93,3.0,3979.56,5.0,793.03,2.0,2713.05,5.0,272.5,1.0,835.54,3.0,349.0,2.0,2335.47,4.0,840.25,1.0,840.25,1.0,775.0,1.0,775.0,1.0,625.39,2.0,1468.39,5.0,100.0,0.0,430.0,1.0,3051.18,1.0,4998.46,5.0,523.75,1.0,2264.37,4.0,785.58,1.0,785.58,1.0,1076.83,3.0,4292.11,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1987.0,5902.54,3.0,7327.54,4.0,100.0,0.0,4982.5,3.0,100.0,0.0,2200.0,1.0,100.0,0.0,1945.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.93,1.0,1729.93,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
female,1967.0,7112.22,2.0,7112.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.5,1.0,1253.5,1.0,0.0,0.0,0.0,0.0,100.0,0.0,149.13,1.0,100.0,0.0,2163.25,1.0,0.0,0.0,0.0,0.0,5289.25,2.0,8862.79,4.0,4015.12,1.0,4015.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
male,1975.0,26651.08,5.0,32926.9,7.0,0.0,0.0,0.0,0.0,100.0,0.0,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.55,6.0,6162.89,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
male,1954.0,385.28,2.0,2295.54,7.0,475.0,1.0,774.07,3.0,782.5,2.0,782.5,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1583.05,2.0,980.49,1.0,980.49,1.0,1210.0,1.0,1360.0,2.0,1111.36,2.0,2626.36,3.0,0.0,0.0,0.0,0.0,100.0,0.0,293.52,1.0,100.0,0.0,1379.04,3.0,2733.96,4.0,3433.18,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1982.0,12676.47,6.0,12957.27,7.0,8333.11,3.0,19868.95,8.0,9766.08,6.0,13794.16,10.0,3040.18,4.0,8526.46,6.0,8202.45,6.0,10521.66,8.0,6964.69,5.0,11944.35,9.0,8170.26,5.0,13807.26,7.0,3853.56,4.0,16715.79,10.0,4995.85,3.0,6978.82,5.0,11615.49,6.0,12141.06,7.0,14222.19,5.0,18271.93,7.0,2647.84,2.0,6906.54,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1980.0,100.0,0.0,2398.24,2.0,100.0,0.0,1323.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,4217.16,2.0,2085.28,1.0,4764.27,2.0,4050.43,2.0,6004.53,3.0,1823.25,1.0,2644.23,2.0,100.0,0.0,1684.93,2.0,0.0,0.0,0.0,0.0,1295.02,1.0,1295.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
male,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.24,1.0,1003.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,265.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,9700.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
male,1988.0,0.0,0.0,0.0,0.0,1429.09,1.0,6826.63,4.0,621.37,1.0,3339.27,3.0,1842.46,2.0,3546.27,4.0,12483.19,4.0,16054.53,7.0,100.0,0.0,2776.27,3.0,100.0,0.0,1815.84,2.0,100.0,0.0,1927.6,3.0,100.0,0.0,3076.02,1.0,100.0,0.0,776.5,3.0,100.0,0.0,2399.14,5.0,5658.81,2.0,7207.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1961.0,0.0,0.0,0.0,0.0,3799.71,1.0,3799.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,424.34,1.0,3074.63,1.0,6040.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3775.0,1.0,0.0,0.0,0.0,0.0,1777.09,2.0,2941.35,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
female,1994.0,100.0,0.0,8259.67,8.0,3204.6,2.0,9466.97,9.0,100.0,0.0,14009.79,8.0,7171.54,3.0,13828.51,7.0,5018.11,3.0,12036.63,6.0,3083.89,1.0,3551.89,3.0,2076.06,1.0,12017.91,5.0,100.0,0.0,13515.27,6.0,1051.36,1.0,12733.15,7.0,1155.42,3.0,9909.84,8.0,3299.01,3.0,10498.47,10.0,3035.17,2.0,17318.52,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1955.0,100.0,0.0,4211.28,2.0,1528.14,1.0,1528.14,1.0,0.0,0.0,0.0,0.0,100.0,0.0,4007.92,1.0,5558.79,1.0,16038.85,2.0,9818.31,4.0,11544.46,5.0,0.0,0.0,0.0,0.0,100.0,0.0,10628.35,1.0,100.0,0.0,8403.37,2.0,10808.24,1.0,10808.24,1.0,7376.34,1.0,7376.34,1.0,100.0,0.0,9768.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1964.0,4339.95,1.0,4339.95,1.0,100.0,0.0,1877.5,2.0,3783.91,4.0,3783.91,4.0,100.0,0.0,1433.13,1.0,4880.98,1.0,4880.98,1.0,1788.01,2.0,2238.01,3.0,100.0,0.0,857.5,1.0,100.0,0.0,3282.22,1.0,1355.32,1.0,1355.32,1.0,100.0,0.0,1509.16,2.0,7417.75,2.0,8842.91,3.0,445.0,1.0,445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1981.0,100.0,0.0,3467.74,1.0,100.0,0.0,508.0,1.0,771.25,3.0,2281.75,6.0,23963.55,4.0,24125.55,5.0,2696.47,1.0,7201.63,7.0,38837.1,5.0,62555.01,13.0,40655.14,4.0,45162.85,8.0,45490.93,3.0,54880.18,8.0,7693.75,2.0,59708.13,16.0,3654.21,3.0,43116.73,13.0,100.0,0.0,35640.49,8.0,18507.48,3.0,24199.98,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1979.0,2635.0,2.0,13011.95,7.0,10232.58,1.0,13851.03,4.0,5444.65,2.0,17317.29,11.0,11390.23,3.0,12816.73,5.0,5841.87,5.0,10865.11,9.0,2446.0,2.0,5466.14,6.0,2475.55,1.0,4488.27,2.0,8393.72,2.0,10770.85,5.0,11088.24,3.0,33922.44,13.0,22974.4,3.0,31398.96,10.0,1283.5,2.0,12855.88,8.0,2745.34,1.0,12173.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1965.0,100.0,0.0,876.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885.5,1.0,2885.5,1.0,0.0,0.0,0.0,0.0,100.0,0.0,1197.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
female,1976.0,0.0,0.0,0.0,0.0,100.0,0.0,6479.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14662.0,3.0,14662.0,3.0,100.0,0.0,2086.3,1.0,100.0,0.0,8087.5,2.0,9566.47,1.0,9566.47,1.0,9697.45,2.0,9697.45,2.0,10291.84,2.0,11466.34,3.0,14640.46,3.0,16897.68,4.0,1632.37,1.0,1632.37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1983.0,100.0,0.0,520.0,1.0,2717.5,1.0,10634.37,2.0,968.05,1.0,968.05,1.0,10847.26,1.0,10847.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638.48,1.0,7146.34,2.0,3039.77,2.0,9397.56,5.0,3461.5,1.0,6601.65,3.0,9521.35,3.0,12394.72,5.0,100.0,0.0,3383.83,2.0,185.05,1.0,1043.77,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1978.0,2875.65,3.0,18399.16,10.0,7911.97,3.0,13803.28,7.0,20596.27,6.0,24802.81,11.0,12625.39,5.0,14471.49,7.0,7370.4,3.0,7370.4,3.0,11709.39,3.0,17760.24,7.0,16901.11,4.0,20986.39,8.0,4194.46,2.0,11706.34,5.0,3122.85,1.0,6264.84,2.0,10655.71,3.0,10655.71,3.0,4679.47,2.0,4679.47,2.0,1019.77,1.0,6247.59,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1991.0,0.0,0.0,0.0,0.0,100.0,0.0,1007.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1123.75,1.0,340.0,1.0,347.5,2.0,1855.0,2.0,1855.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
male,1971.0,1915.63,1.0,5937.04,4.0,1832.92,1.0,1832.92,1.0,651.25,1.0,2220.13,2.0,5440.45,2.0,5440.45,2.0,4013.39,1.0,10258.36,4.0,100.0,0.0,5392.67,1.0,0.0,0.0,0.0,0.0,4111.29,1.0,7477.54,3.0,100.0,0.0,9022.27,4.0,1009.75,1.0,4497.33,2.0,5424.79,1.0,5424.79,1.0,100.0,0.0,4559.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1978.0,4601.17,5.0,9379.96,12.0,1951.55,2.0,5032.63,6.0,2599.35,2.0,11452.72,13.0,7774.87,4.0,10884.16,7.0,2131.74,2.0,8170.02,10.0,100.0,0.0,3235.21,4.0,4377.13,4.0,9516.93,10.0,564.36,1.0,5107.98,11.0,858.9,1.0,8971.71,5.0,1797.6,2.0,2471.59,4.0,832.72,1.0,2491.23,6.0,719.81,3.0,1860.76,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1791.25,3.0,100.0,0.0,2224.75,1.0,2829.27,1.0,2829.27,1.0,100.0,0.0,3772.0,2.0,100.0,0.0,1676.92,1.0,3015.79,1.0,3015.79,1.0,3805.9,2.0,11165.32,7.0,4686.25,2.0,4773.25,3.0,100.0,0.0,7918.63,5.0,100.0,0.0,1526.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1990.0,100.0,0.0,1522.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137.5,1.0,3137.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,430.0,1.0,100.0,0.0,1052.5,2.0,1150.0,1.0,1150.0,1.0,0.0,0.0,0.0,0.0,437.5,2.0,557.5,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1765.0,1.0,1288.0,1.0,1288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805.0,1.0,3805.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
male,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3694.0,2.0,8113.99,4.0,100.0,0.0,4920.67,2.0,100.0,0.0,5958.46,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
